iter	Passed	Remaining
383	7391	11857
384	7402	11824
385	7415	11796
386	7428	11766
387	7441	11737
388	7450	11703
389	7464	11675
390	7477	11645
391	7490	11617
392	7500	11584
393	7513	11556
394	7526	11527
395	7541	11502
396	7558	11480
397	7572	11454
398	7583	11423
399	7597	11395
400	7609	11367
401	7622	11338
402	7633	11307
403	7646	11280
404	7659	11253
405	7671	11223
406	7682	11193
407	7696	11167
408	7709	11140
409	7722	11112
410	7732	11081
411	7745	11054
412	7758	11027
413	7770	10998
414	7780	10967
415	7794	10941
416	7807	10915
417	7819	10887
418	7829	10856
419	7843	10830
420	7855	10804
421	7868	10777
422	7879	10747
423	7892	10722
424	7905	10695
425	7917	10668
426	7927	10638
427	7941	10613
428	7958	10592
429	7976	10573
430	7989	10547
431	8001	10520
432	8012	10491
433	8025	10466
434	8038	10440
435	8050	10414
436	8061	10385
437	8075	10361
438	8089	10337
439	8103	10313
440	8115	10287
441	8126	10258
442	8138	10233
443	8152	10208
444	8164	10182
445	8175	10154
446	8189	10130
447	8202	10107
448	8215	10081
449	8226	10054
450	8239	10029
451	8252	10004
452	8264	9979
453	8275	9952
454	8289	9928
455	8303	9906
456	8316	9881
457	8330	9857
458	8340	9830
459	8354	9807
460	8370	9786
461	8387	9766
462	8404	9747
463	8417	9723
464	8431	9701
465	8444	9676
466	8455	9650
467	8469	9627
468	8482	9603
469	8495	9580
470	8506	9553
471	8518	9529
472	8533	9507
473	8546	9484
474	8559	9460
475	8570	9435
476	8583	9411
477	8596	9387
478	8608	9363
479	8619	9338
480	8631	9313
481	8643	9288
482	8657	9267
483	8669	9242
484	8684	9222
485	8697	9198
486	8710	9175
487	8720	9149
488	8732	9125
489	8744	9101
490	8756	9077
491	8767	9052
492	8779	9029
493	8797	9011
494	8813	8991
495	8831	8974
496	8845	8951
497	8857	8928
498	8868	8903
499	8879	8879
500	8891	8855
501	8904	8833
502	8914	8808
503	8927	8785
504	8939	8762
505	8950	8738
506	8963	8715
507	8975	8692
508	8987	8669
509	8998	8645
510	9010	8623
511	9023	8600
512	9034	8576
513	9046	8553
514	9058	8531
515	9072	8509
516	9085	8487
517	9095	8463
518	9109	8442
519	9121	8419
520	9131	8395
521	9143	8373
522	9156	8350
523	9168	8328
524	9178	8304
525	9190	8282
526	9210	8267
527	9227	8248
528	9239	8226
529	9251	8204
530	9263	8181
531	9276	8160
532	9289	8139
533	9301	8117
534	9312	8094
535	9325	8072
536	9338	8051
537	9351	8030
538	9362	8007
539	9375	7986
540	9387	7964
541	9400	7943
542	9411	7920
543	9424	7899
544	9436	7878
545	9448	7856
546	9458	7833
547	9471	7812
548	9484	7791
549	9496	7770
550	9507	7747
551	9520	7726
552	9532	7705
553	9543	7682
554	9555	7661
555	9568	7640
556	9580	7619
557	9599	7603
558	9616	7586
559	9628	7565
560	9639	7543
561	9652	7522
562	9665	7502
563	9678	7481
564	9688	7459
565	9700	7438
566	9712	7417
567	9724	7396
568	9735	7374
569	9749	7354
570	9762	7334
571	9772	7312
572	9785	7291
573	9798	7271
574	9810	7251
575	9823	7231
576	9836	7210
577	9849	7191
578	9862	7171
579	9873	7149
580	9883	7127
581	9896	7108
582	9909	7087
583	9920	7066
584	9932	7046
585	9947	7027
586	9960	7007
587	9973	6988
588	9984	6967
589	9997	6947
590	10016	6932
591	10033	6914
592	10046	6895
593	10058	6875
594	10071	6855
595	10082	6834
596	10094	6814
597	10107	6794
598	10120	6774
599	10131	6754
600	10143	6734
601	10155	6714
602	10167	6694
603	10178	6673
604	10191	6653
605	10203	6634
606	10214	6613
607	10227	6594
608	10240	6574
609	10252	6554
610	10263	6534
611	10276	6515
612	10288	6495
613	10302	6476
614	10313	6456
615	10325	6436
616	10337	6417
617	10349	6397
618	10360	6377
619	10373	6358
620	10386	6338
621	10399	6319
622	10409	6298
623	10422	6280
624	10439	6263
625	10453	6245
626	10467	6227
627	10481	6208
628	10492	6188
629	10507	6171
630	10520	6152
631	10532	6132
632	10543	6112
633	10556	6094
634	10570	6076
635	10584	6057
636	10596	6038
637	10607	6018
638	10620	6000
639	10632	5980
640	10645	5962
641	10654	5941
642	10667	5922
643	10681	5904
644	10692	5884
645	10704	5865
646	10715	5846
647	10728	5827
648	10739	5808
649	10754	5790
650	10769	5773
651	10784	5755
652	10800	5739
653	10814	5721
654	10827	5703
655	10843	5686
656	10855	5667
657	10880	5655
658	10894	5637
659	10904	5617
660	10917	5598
661	10929	5580
662	10943	5562
663	10953	5542
664	10966	5524
665	10979	5506
666	10992	5488
667	11007	5470
668	11019	5452
669	11032	5434
670	11045	5415
671	11058	5397
672	11069	5378
673	11082	5360
674	11095	5342
675	11108	5324
676	11118	5304
677	11130	5286
678	11143	5268
679	11156	5250
680	11169	5232
681	11179	5212
682	11192	5194
683	11206	5177
684	11218	5158
685	11229	5140
686	11243	5122
687	11256	5104
688	11273	5088
689	11288	5071
690	11312	5058
691	11357	5055
692	11386	5044
693	11422	5036
694	11457	5027
695	11471	5010
696	11483	4992
697	11493	4972
698	11506	4954
699	11519	4936
700	11529	4917
701	11541	4899
702	11555	4881
703	11568	4863
704	11580	4845
705	11590	4826
706	11603	4808
707	11615	4790
708	11626	4771
709	11638	4753
710	11653	4736
711	11667	4719
712	11681	4701
713	11696	4685
714	11712	4668
715	11741	4657
716	11754	4639
717	11769	4622
718	11783	4605
719	11797	4587
720	11810	4570
721	11820	4551
722	11834	4533
723	11848	4516
724	11860	4498
725	11875	4481
726	11886	4463
727	11901	4446
728	11915	4429
729	11928	4411
730	11941	4394
731	11951	4375
732	11964	4358
733	11978	4341
734	11992	4324
735	12005	4306
736	12016	4287
737	12028	4270
738	12042	4253
739	12055	4235
740	12065	4217
741	12080	4200
742	12093	4183
743	12112	4167
744	12127	4150
745	12141	4134
746	12154	4116
747	12164	4098
748	12178	4081
749	12191	4063
750	12204	4046
751	12215	4028
752	12229	4011
753	12242	3994
754	12254	3976
755	12265	3958
756	12279	3941
757	12292	3924
758	12306	3907
759	12319	3890
760	12330	3872
761	12343	3855
762	12356	3838
763	12370	3821
764	12384	3804
765	12394	3786
766	12407	3769
767	12421	3752
768	12434	3735
769	12445	3717
770	12457	3700
771	12470	3683
772	12483	3665
773	12493	3648
774	12510	3632
775	12524	3615
776	12538	3598
777	12552	3581
778	12565	3564
779	12576	3547
780	12588	3530
781	12601	3513
782	12615	3496
783	12626	3478
784	12639	3461
785	12651	3444
786	12664	3427
787	12674	3409
788	12687	3393
789	12700	3375
790	12712	3358
791	12723	3341
792	12736	3324
793	12750	3308
794	12767	3292
795	12783	3276
796	12798	3259
797	12811	3242
798	12822	3225
799	12835	3208
800	12848	3191
801	12860	3175
802	12871	3157
803	12887	3141
804	12901	3125
805	12919	3109
806	12933	3093
807	12951	3077
808	12966	3061
809	12978	3044
810	12990	3027
811	13002	3010
812	13016	2993
813	13028	2977
814	13041	2960
815	13051	2943
816	13064	2926
817	13076	2909
818	13087	2892
819	13101	2875
820	13113	2859
821	13125	2842
822	13135	2824
823	13148	2808
824	13160	2791
825	13172	2774
826	13182	2757
827	13196	2741
828	13208	2724
829	13219	2707
830	13231	2690
831	13244	2674
832	13257	2657
833	13267	2640
834	13279	2624
835	13291	2607
836	13303	2590
837	13314	2573
838	13326	2557
839	13343	2541
840	13358	2525
841	13374	2509
842	13386	2493
843	13396	2476
844	13409	2459
845	13421	2443
846	13433	2426
847	13444	2409
848	13456	2393
849	13469	2376
850	13480	2360
851	13493	2343
852	13505	2327
853	13517	2311
854	13528	2294
855	13542	2278
856	13555	2261
857	13568	2245
858	13582	2229
859	13593	2212
860	13608	2196
861	13623	2181
862	13637	2164
863	13649	2148
864	13660	2131
865	13672	2115
866	13684	2099
867	13697	2083
868	13707	2066
869	13721	2050
870	13734	2034
871	13752	2018
872	13766	2002
873	13780	1986
874	13791	1970
875	13805	1954
876	13817	1937
877	13829	1921
878	13839	1905
879	13853	1889
880	13865	1872
881	13878	1856
882	13889	1840
883	13903	1824
884	13916	1808
885	13927	1792
886	13937	1775
887	13950	1759
888	13962	1743
889	13972	1726
890	13984	1710
891	13996	1694
892	14008	1678
893	14028	1663
894	14039	1647
895	14052	1631
896	14064	1614
897	14075	1598
898	14085	1582
899	14097	1566
900	14109	1550
901	14119	1534
902	14132	1518
903	14144	1502
904	14155	1485
905	14174	1470
906	14185	1454
907	14203	1439
908	14216	1423
909	14227	1407
910	14240	1391
911	14250	1375
912	14262	1359
913	14275	1343
914	14285	1327
915	14297	1311
916	14309	1295
917	14321	1279
918	14332	1263
919	14343	1247
920	14356	1231
921	14366	1215
922	14378	1199
923	14391	1183
924	14401	1167
925	14413	1151
926	14424	1135
927	14434	1119
928	14446	1104
929	14458	1088
930	14470	1072
931	14481	1056
932	14493	1040
933	14505	1025
934	14515	1009
935	14526	993
936	14539	977
937	14552	961
938	14565	946
939	14578	930
940	14591	914
941	14606	899
942	14617	883
943	14628	867
944	14639	852
945	14655	836
946	14670	821
947	14683	805
948	14694	789
949	14705	773
950	14717	758
951	14728	742
952	14739	726
953	14752	711
954	14765	695
955	14776	680
956	14787	664
957	14800	648
958	14811	633
959	14822	617
960	14834	602
961	14846	586
962	14858	570
963	14869	555
964	14882	539
965	14896	524
966	14906	508
967	14917	493
968	14929	477
969	14940	462
970	14952	446
971	14964	431
972	14976	415
973	14994	400
974	15006	384
975	15019	369
976	15031	353
977	15044	338
978	15056	322
979	15068	307
980	15080	292
981	15093	276
982	15104	261
983	15115	245
984	15126	230
985	15139	214
986	15150	199
987	15162	184
988	15173	168
989	15187	153
990	15198	138
991	15210	122
992	15222	107
993	15231	91
994	15243	76
995	15257	61
996	15268	45
997	15280	30
998	15294	15
999	15306	0
