iter	MultiClass
206	0.6384212983
207	0.637282573
208	0.6369490131
209	0.6356232466
210	0.6345098171
211	0.6331775933
212	0.6309259969
213	0.6296368872
214	0.6276268181
215	0.6263321141
216	0.6253943549
217	0.6232966992
218	0.620968715
219	0.6186572478
220	0.6171118896
221	0.616165952
222	0.615344671
223	0.6146506374
224	0.6139443643
225	0.6124070184
226	0.6099190342
227	0.6087464395
228	0.6072731205
229	0.6056628606
230	0.6033897764
231	0.6023665359
232	0.6006479253
233	0.5992641107
234	0.5985186881
235	0.5972003598
236	0.5962946316
237	0.5952630965
238	0.5937991788
239	0.5921494897
240	0.5908597043
241	0.5897563921
242	0.5885674812
243	0.5867379255
244	0.5856361952
245	0.584178161
246	0.5828886195
247	0.5810952249
248	0.5799324897
249	0.579141471
250	0.5786240944
251	0.5774835038
252	0.5761834243
253	0.5749765563
254	0.5740266401
255	0.5728248694
256	0.5722102104
257	0.570887295
258	0.568796751
259	0.5673603675
260	0.5669610463
261	0.5657225276
262	0.5651521934
263	0.5639163901
264	0.5627110593
265	0.5615188755
266	0.5603694085
267	0.5593504882
268	0.558360774
269	0.5575164928
270	0.556718925
271	0.5559155516
272	0.5550549395
273	0.5539302924
274	0.5528916914
275	0.5512836882
276	0.5499802455
277	0.5491733537
278	0.5484450398
279	0.5474084573
280	0.5466040339
281	0.5458079249
282	0.5450909727
283	0.5439009072
284	0.5430451715
285	0.5416050786
286	0.5398702228
287	0.5376272039
288	0.536241373
289	0.5346457204
290	0.5336725498
291	0.5328050617
292	0.5317478369
293	0.5309089798
294	0.5297465783
295	0.5284267364
296	0.5271410932
297	0.5260067045
298	0.5252288548
299	0.5242897207
300	0.5233497319
301	0.5227259567
302	0.5218002867
303	0.5209098978
304	0.5200660813
305	0.5193900926
306	0.5179536564
307	0.5174048589
308	0.5163514852
309	0.5153056538
310	0.514248077
311	0.5134879033
312	0.5123862229
313	0.5109834414
314	0.5098247383
315	0.5094028194
316	0.5080247825
317	0.5072467539
318	0.506623757
319	0.5053696732
320	0.5037821229
321	0.5024149025
322	0.5015622187
323	0.5006829102
324	0.499503345
325	0.4985396311
326	0.4975241461
327	0.4962977278
328	0.4951226173
329	0.4946297062
330	0.4932431818
331	0.4921407917
332	0.4917115243
333	0.4910006426
334	0.4901922419
335	0.4896990637
336	0.4886900044
337	0.4880628376
338	0.4870584382
339	0.486620961
340	0.4857171145
341	0.4851125495
342	0.4838514485
343	0.4828758978
344	0.4824219386
345	0.481664375
346	0.4814567696
347	0.4803070761
348	0.4793701104
349	0.4779754285
350	0.4776161979
351	0.4767018156
352	0.4756407721
353	0.4745529778
354	0.4736260439
355	0.4728652864
356	0.4721683801
357	0.4709387582
358	0.4700170269
359	0.4688283185
360	0.4685238268
361	0.4674625829
362	0.4662041171
363	0.4655660271
364	0.4643009109
365	0.4635460604
366	0.4625449468
367	0.4613043904
368	0.4607848319
369	0.4590704549
370	0.4587790225
371	0.4582439989
372	0.4571293411
373	0.4560852767
374	0.4547724681
375	0.453831461
376	0.4533094984
377	0.4521271732
378	0.451409745
379	0.4505684006
380	0.4499688376
381	0.4492630009
382	0.4483177619
383	0.4470233572
384	0.4462894763
385	0.4456573499
386	0.4449456495
387	0.4440955646
388	0.4431927377
389	0.4423835855
390	0.441599016
391	0.4402937365
392	0.4389481162
393	0.4378068758
394	0.4369161615
395	0.4359537769
396	0.435428839
397	0.43440245
398	0.4335394265
399	0.4330430319
400	0.4325920549
401	0.4319106737
402	0.4308589503
403	0.429891763
404	0.4291887303
405	0.4285522626
406	0.4274697938
407	0.4266677075
408	0.4254376584
409	0.4245221327
410	0.4235674383
411	0.4231919258
412	0.4227189828
413	0.4221679827
414	0.4214912119
415	0.4203483141
416	0.4199939159
417	0.4195737463
418	0.419035928
419	0.4185757223
420	0.4181136582
421	0.4172895906
422	0.4162336236
423	0.41541385
424	0.4146164453
425	0.4138444424
426	0.4130004652
427	0.412273294
428	0.4117000416
429	0.4106976041
430	0.4101686812
431	0.4092706333
432	0.4085541448
433	0.4080249394
434	0.4073443692
435	0.4069922202
436	0.4056587206
437	0.4046588624
438	0.4040470587
439	0.403138813
440	0.402231591
441	0.4015736811
442	0.4008869226
443	0.3999644077
444	0.3991926046
445	0.3982491817
446	0.3971332734
447	0.3964471339
448	0.3957331434
449	0.3951894304
450	0.3945711957
451	0.393984155
452	0.3929723273
453	0.392374927
454	0.391361611
455	0.3905431849
456	0.389775682
457	0.388894088
458	0.3885431891
459	0.387979931
460	0.3867911966
461	0.3859152059
462	0.3849273323
463	0.3844680882
464	0.383373474
465	0.3825270502
466	0.3816452934
467	0.3806864168
468	0.3799065097
469	0.3794367565
470	0.3789404251
471	0.3781862832
472	0.3776628095
473	0.3765564051
474	0.375572438
475	0.3749695591
476	0.3741381078
477	0.373064585
478	0.3725025167
479	0.3715497522
480	0.3712695146
481	0.370980481
482	0.3705889081
483	0.3699747474
484	0.3693091668
485	0.3684532458
486	0.3680437638
487	0.3674236885
488	0.3667381591
489	0.3662396733
490	0.3650913004
491	0.3643577522
492	0.3637175023
493	0.3628516529
494	0.3618260192
495	0.3607508312
496	0.3600989326
497	0.3594959392
498	0.3588037511
499	0.3585850909
500	0.3581573507
501	0.3573893815
502	0.3568367418
503	0.3561558981
504	0.3556069595
505	0.3550005409
506	0.354363489
507	0.3540567281
508	0.3534869329
509	0.3529678797
510	0.3523789776
511	0.3518446292
512	0.3507827852
513	0.3504327613
514	0.3498405542
515	0.3491019481
516	0.3486052208
517	0.3482558772
518	0.3478641456
519	0.3474955927
520	0.3468035785
521	0.3463787145
522	0.345850989
523	0.3452177439
524	0.3448271438
525	0.3444605427
526	0.343960448
527	0.3433505224
528	0.3426033427
529	0.3421917977
530	0.3419835429
531	0.3413796493
532	0.3412460076
533	0.3405763872
534	0.3402187079
535	0.3397333595
536	0.3386951709
537	0.338138417
538	0.3375121807
539	0.3369698444
540	0.3365181363
541	0.3357468459
542	0.334816198
543	0.3340619687
544	0.3336756719
545	0.3332925498
546	0.3328553055
547	0.3320437454
548	0.3310203649
549	0.3304867129
550	0.3300002099
551	0.3293989805
552	0.3287459035
553	0.3281422506
554	0.3272358047
555	0.3269479201
556	0.3261769383
557	0.3256616296
558	0.3252394018
559	0.3247402121
560	0.324136441
561	0.323420256
562	0.322695467
563	0.3222802155
564	0.3219222983
565	0.3210515096
566	0.320621503
567	0.3200573799
568	0.3197273417
569	0.3190358686
570	0.3179600477
571	0.3177868012
572	0.3172319649
573	0.3167797537
574	0.3160874808
575	0.315435886
576	0.3151267667
577	0.3148294564
578	0.3143884422
579	0.3140994123
580	0.3136858992
581	0.313311957
582	0.312541182
583	0.3120213882
584	0.311268176
585	0.3110024554
586	0.3105288807
587	0.3102941554
588	0.3099452454
589	0.3092172329
590	0.3090399246
591	0.3085993983
592	0.3081256986
593	0.3077093839
594	0.3075011385
595	0.3070957994
596	0.3065453775
597	0.3059235072
598	0.3053461091
599	0.3048027401
600	0.3044053275
601	0.304064255
602	0.3035877432
603	0.3031948484
604	0.3029183544
605	0.3022692102
606	0.3017857482
607	0.3015203136
608	0.3006779762
609	0.3001263934
610	0.2996170293
611	0.2988821487
612	0.2986842324
613	0.2982704274
614	0.2975718051
615	0.2970713755
616	0.2964529065
617	0.2960832241
618	0.2954341217
619	0.2948888807
620	0.2940124275
621	0.2934996659
622	0.2931940915
623	0.2928103786
624	0.292451956
625	0.2916155998
626	0.2910515709
627	0.2903746358
628	0.2900305973
629	0.2897610064
630	0.2894320982
631	0.2887820489
632	0.2884802564
633	0.2881357016
634	0.2874510743
635	0.2871032538
636	0.2866693566
637	0.2863734587
638	0.2862453638
639	0.2860536024
640	0.2854568365
641	0.2848971686
642	0.2842290997
643	0.2838109048
644	0.2834842581
645	0.28295231
646	0.2826852341
647	0.2819060533
648	0.281458779
649	0.28084563
650	0.2802909455
651	0.2797209628
652	0.2793499055
653	0.2791126051
654	0.2787781536
655	0.2783776011
656	0.2780528684
657	0.2778817983
658	0.2775955238
659	0.2770129008
660	0.2767695091
661	0.2762411108
662	0.2755541492
663	0.2752157113
664	0.2749851376
665	0.2745474118
666	0.2741048427
667	0.2737509098
668	0.2732468468
669	0.2726433881
670	0.2724228021
671	0.2719363373
672	0.2714416022
673	0.2711500885
674	0.2709337908
675	0.270307976
676	0.2700959146
677	0.2694713584
678	0.2690300497
679	0.268810142
680	0.2684189425
681	0.2681152038
682	0.2677347344
683	0.2670837613
684	0.2667152672
685	0.2663368775
686	0.2658252144
687	0.2655054979
688	0.2652051377
689	0.2646481835
690	0.2643602306
691	0.2640339036
692	0.2633637388
693	0.263003515
694	0.2623556112
695	0.2619512131
696	0.2617629424
697	0.2616233085
698	0.2612193848
699	0.2606487734
700	0.2603877782
701	0.2598908015
702	0.259524555
703	0.2591030344
704	0.2586944555
705	0.2583533027
706	0.2580377707
707	0.2576502479
708	0.2568808548
709	0.2566412354
710	0.2561859979
711	0.255829667
712	0.2555011916
713	0.254935496
714	0.2545287489
715	0.2542522595
716	0.2538599269
717	0.2532199511
718	0.2529880568
719	0.2525922843
720	0.2522226982
721	0.251891616
722	0.2516471502
723	0.2510682649
724	0.2507585443
725	0.2502943008
726	0.2496645075
727	0.2492624279
728	0.2488052401
729	0.2484613177
730	0.2476418546
731	0.247162866
732	0.2468513111
733	0.2463604019
734	0.246084992
735	0.2456577451
736	0.245278907
737	0.2449446535
738	0.2444433797
739	0.2439736678
740	0.2437612928
741	0.2432965467
742	0.2431283258
743	0.2429484932
744	0.242348432
745	0.2421987366
746	0.241975725
747	0.2416767392
748	0.2412827168
749	0.2410297095
750	0.2408721873
751	0.2408216477
752	0.2404780976
753	0.2401439323
754	0.2396988602
755	0.2395222929
756	0.2392814768
757	0.2390538917
758	0.2388314755
759	0.2385300899
760	0.2383106208
761	0.2381596296
762	0.2380251438
763	0.2376717078
764	0.23748045
765	0.237164083
766	0.2367085101
767	0.236260447
768	0.2359288423
769	0.2357433002
770	0.2354681133
771	0.2351590561
772	0.2348132188
773	0.2344078473
774	0.2340341069
775	0.2336711459
776	0.2333992284
777	0.2329611149
778	0.2326366605
779	0.232346801
780	0.2320239738
781	0.2316568955
782	0.2313096221
783	0.2308929929
784	0.2306462426
785	0.2304521357
786	0.2300800379
787	0.2296456205
788	0.2295364281
789	0.2292181944
790	0.2289633804
791	0.2286896746
792	0.2283325832
793	0.2279558551
794	0.2275016558
795	0.2269448576
796	0.226532896
797	0.22608612
798	0.2258620567
799	0.2255038278
800	0.2250890076
801	0.2245810523
802	0.2243252006
803	0.2241647293
804	0.2237721946
805	0.223398837
806	0.2230695424
807	0.2228610507
808	0.2224052938
809	0.2219419912
810	0.2217515086
811	0.2215096235
812	0.2211569099
813	0.2207694892
814	0.2205606868
815	0.2202180162
816	0.2198529436
817	0.2195186831
818	0.2192213267
819	0.2186555878
820	0.2182869294
821	0.2180802028
822	0.2178463546
823	0.2174862864
824	0.2169971009
825	0.2166106302
826	0.2163764631
827	0.2161742894
828	0.2157154611
829	0.2155114867
830	0.2151456864
831	0.2147889594
832	0.2142489234
833	0.2138717895
834	0.2136102428
835	0.2134239548
836	0.2132579147
837	0.212962509
838	0.2128309593
839	0.2126987804
840	0.2123865093
841	0.2118115284
842	0.2115962917
843	0.211447018
844	0.2111555704
845	0.2108441466
846	0.2107233873
847	0.2104524737
848	0.2102041836
849	0.2098197196
850	0.2095226128
851	0.2092984251
852	0.2089218579
853	0.2086948499
854	0.2083957135
855	0.2082363888
856	0.2078506386
857	0.2077015056
858	0.2073170015
859	0.2071566943
860	0.2067638407
861	0.2066243881
862	0.2062240669
863	0.2059662256
864	0.2056453106
865	0.2054328517
866	0.2052996365
867	0.2048566008
868	0.2046533414
869	0.2042537052
870	0.2039882059
871	0.2038573478
872	0.2036997099
873	0.2031706595
874	0.2027199422
875	0.2023292821
876	0.2021544334
877	0.2017189174
878	0.2015217202
879	0.2011984602
880	0.2008528502
881	0.2006435954
882	0.2005000998
883	0.200338512
884	0.1999694212
885	0.199738298
886	0.1995469453
887	0.1994021347
888	0.1992389829
889	0.199007811
890	0.1987265122
891	0.198548167
892	0.1983108244
893	0.1979994847
894	0.1976095256
895	0.197195471
896	0.1969487123
897	0.1966652815
898	0.1963636212
899	0.196071893
900	0.1958686438
901	0.1955220652
902	0.1952599003
903	0.1950095461
904	0.1945617822
905	0.1941516412
906	0.1938476735
907	0.1936022619
908	0.1932398092
909	0.1930343842
910	0.1928085527
911	0.1926950842
912	0.1924982794
913	0.1920008433
914	0.19188223
915	0.1913850049
916	0.1908155632
917	0.1906905947
918	0.1904237172
919	0.1902679705
920	0.1900072252
921	0.1898310035
922	0.1895257144
923	0.1891415973
924	0.1888135823
925	0.1884735072
926	0.1883688699
927	0.1880533852
928	0.1876828822
929	0.1873033309
930	0.1871995076
931	0.1869334499
932	0.1866616213
933	0.1863260711
934	0.1862555711
935	0.1859541357
936	0.1857421115
937	0.1854344033
938	0.1850255793
939	0.184656178
940	0.1845100505
941	0.1841812992
942	0.1839916278
943	0.1837746961
944	0.1836633251
945	0.1835673585
946	0.1832064615
947	0.182989739
948	0.1825178041
949	0.1822212056
950	0.1820268527
951	0.1818656403
952	0.1816732135
953	0.1814163054
954	0.1812756553
955	0.181123361
956	0.1808005502
957	0.1804480223
958	0.1802351676
959	0.1799275453
960	0.179627318
961	0.179505807
962	0.1793567785
963	0.1790818281
964	0.1788618315
965	0.1785759096
966	0.178465789
967	0.1782011552
968	0.1780111809
969	0.1778505556
970	0.1776647481
971	0.1774151731
972	0.1771880314
973	0.1770141465
974	0.1768560353
975	0.1767434125
976	0.1765078407
977	0.1763212046
978	0.1760268781
979	0.1758407891
980	0.1756937526
981	0.1754653668
982	0.1752917675
983	0.1752092095
984	0.1750084185
985	0.1748035637
986	0.1744670124
987	0.1742971071
988	0.1740184783
989	0.1738970547
990	0.1737454501
991	0.1734465472
992	0.173261633
993	0.1731504161
994	0.1729230916
995	0.1727080078
996	0.1725055904
997	0.1722076882
998	0.1720085258
999	0.1718291015
